Alarm timestamp,Alarm type,Alarm Point number,Alarm name,Monitor number,Alarm direction,Mode,Acknowledge by,Tag,Full comment,Assessment timestamp
12/08/2025 03:17:03.858 AM,Intrusion,3849: FDB 1 - IPD 104,Sensor I  Alarm  Sector 4,15,1,Armed,Operator Station 1,Nuisance,Wildlife  //Shawn Schmidt//,12/08/2025 03:17:09.033 AM
12/08/2025 03:17:08.465 AM,Intrusion,3850: FDB 5 - IPD 243,Sensor E  Alarm  Sector 3,8,1,Armed,Operator Station 1,Nuisance,Deer near fence  //Shawn Schmidt//,12/08/2025 03:17:14.187 AM
12/08/2025 03:18:23.212 AM,Tamper,3851: FDB 1 - IPD 140,Sensor G  Tamper  Sector 29,1,1,Armed,Operator Station 1,Valid,Verified  //Christopher Henderson//,12/08/2025 03:18:37.233 AM
12/08/2025 03:18:33.177 AM,Intrusion,3852: FDB 3 - IPD 361,Sensor X  Alarm  Sector 30,10,1,Armed,Operator Station 1,Valid,Unauthorized access  //Christopher Henderson//,12/08/2025 03:18:46.880 AM
12/08/2025 03:18:40.768 AM,Intrusion,3853: FDB 2 - IPD 344,Sensor C  Alarm  Sector 29,2,3,Armed,Operator Station 1,Valid,Dispatch  //Christopher Henderson//,12/08/2025 03:18:47.436 AM
12/08/2025 03:22:55.261 AM,Intrusion,3854: FDB 1 - IPD 327,Sensor F  Alarm  Sector 48,7,3,Armed,Operator Station 4,Nuisance,Rain  //Tyler Douglas//,12/08/2025 03:22:57.721 AM
12/08/2025 03:22:58.482 AM,Intrusion,3855: FDB 4 - IPD 122,Sensor T  Alarm  Sector 47,3,1,Armed,Operator Station 4,Nuisance,Heavy wind  //Tyler Douglas//,12/08/2025 03:23:03.791 AM
12/08/2025 03:27:14.569 AM,Sensor_Fault,3856: FDB 4 - IPD 139,Sensor A  Fault  Sector 4,7,3,Armed,Operator Station 2,Valid,Service required  //Allison Perez//,12/08/2025 03:27:23.681 AM
12/08/2025 03:27:35.668 AM,Sensor_Fault,3857: FDB 4 - IPD 139,Sensor A  Fault  Sector 4,7,3,Armed,Operator Station 2,Valid,Hardware issue  //Allison Perez//,12/08/2025 03:27:45.530 AM
12/08/2025 03:27:51.096 AM,Sensor_Fault,3858: FDB 4 - IPD 139,Sensor A  Fault  Sector 4,7,3,Secured,Operator Station 2,Valid,Sensor fault  //Allison Perez//,12/08/2025 03:27:56.485 AM
12/08/2025 03:28:47.266 AM,Sensor_Fault,3859: FDB 4 - IPD 139,Sensor A  Fault  Sector 4,7,3,Secured,Operator Station 2,Valid,Sensor fault  //Allison Perez//,12/08/2025 03:28:52.425 AM
12/08/2025 03:28:36.677 AM,Intrusion,3860: FDB 4 - IPD 197,Sensor P  Alarm  Sector 20,9,3,Armed,Operator Station 1,FALSE,Possible breach  //Amanda Brooks//,12/08/2025 03:28:45.012 AM
12/08/2025 03:28:50.741 AM,Intrusion,3861: FDB 4 - IPD 313,Sensor T  Alarm  Sector 19,2,1,Armed,Operator Station 1,FALSE,Camera confirmed  //Amanda Brooks//,12/08/2025 03:29:05.341 AM
12/08/2025 03:28:56.103 AM,Intrusion,3862: FDB 3 - IPD 292,Sensor Q  Alarm  Sector 18,5,1,Armed,Operator Station 1,FALSE,Police notified  //Amanda Brooks//,12/08/2025 03:29:12.378 AM
12/08/2025 03:32:02.317 AM,Intrusion,3863: FDB 5 - IPD 181,Sensor X  Alarm  Sector 48,16,3,Armed,Operator Station 4,Nuisance,Wildlife  //Christopher Henderson//,12/08/2025 03:32:06.606 AM
12/08/2025 03:32:05.632 AM,Intrusion,3864: FDB 3 - IPD 387,Sensor D  Alarm  Sector 49,4,3,Armed,Operator Station 4,Nuisance,Deer near fence  //Christopher Henderson//,12/08/2025 03:32:12.957 AM
12/08/2025 03:32:05.880 AM,Intrusion,3865: FDB 1 - IPD 138,Sensor R  Alarm  Sector 48,16,1,Armed,Operator Station 4,Nuisance,Deer near fence  //Christopher Henderson//,12/08/2025 03:32:12.285 AM
12/08/2025 03:32:43.162 AM,Tamper,3866: FDB 4 - IPD 352,Sensor X  Tamper  Sector 40,1,1,Armed,Operator Station 3,Valid,Verified  //Shawn Schmidt//,12/08/2025 03:32:56.373 AM
12/08/2025 03:32:50.803 AM,Intrusion,3867: FDB 3 - IPD 122,Sensor B  Alarm  Sector 39,3,1,Armed,Operator Station 3,Valid,Unauthorized access  //Shawn Schmidt//,12/08/2025 03:33:07.151 AM
12/08/2025 03:34:54.811 AM,Intrusion,3868: FDB 1 - IPD 310,Sensor I  Alarm  Sector 4,17,1,Armed,Operator Station 5,Valid,Possible breach  //Jeffrey Prince//,12/08/2025 03:35:11.434 AM
12/08/2025 03:35:01.109 AM,Intrusion,3869: FDB 4 - IPD 295,Sensor A  Alarm  Sector 3,3,3,Armed,Operator Station 5,Valid,Verified  //Jeffrey Prince//,12/08/2025 03:35:10.148 AM
12/08/2025 03:37:23.886 AM,Intrusion,3870: FDB 1 - IPD 124,Sensor N  Alarm  Sector 58,11,1,Armed,Operator Station 2,Nuisance,Animal  //Amanda Brooks//,12/08/2025 03:37:31.655 AM
12/08/2025 03:37:27.702 AM,Intrusion,3871: FDB 1 - IPD 265,Sensor O  Alarm  Sector 59,2,1,Armed,Operator Station 2,Nuisance,Deer near fence  //Amanda Brooks//,12/08/2025 03:37:32.924 AM
12/08/2025 03:37:41.938 AM,Sensor_Fault,3872: FDB 5 - IPD 245,Sensor F  Fault  Sector 31,12,3,Armed,Operator Station 4,Valid,Sensor fault  //Brandon Cole//,12/08/2025 03:37:45.707 AM
12/08/2025 03:37:56.954 AM,Sensor_Fault,3873: FDB 5 - IPD 245,Sensor F  Fault  Sector 31,12,3,Armed,Operator Station 4,Valid,Dispatch  //Brandon Cole//,12/08/2025 03:38:01.948 AM
12/08/2025 03:38:31.378 AM,Sensor_Fault,3874: FDB 5 - IPD 245,Sensor F  Fault  Sector 31,12,1,Armed,Operator Station 4,Valid,Device trouble  //Brandon Cole//,12/08/2025 03:38:35.968 AM
12/08/2025 03:38:00.009 AM,Intrusion,3875: FDB 2 - IPD 286,Sensor O  Alarm  Sector 18,16,3,Armed,Operator Station 7,Valid,Possible animal  //Shawn Schmidt//,12/08/2025 03:38:06.138 AM
12/08/2025 03:38:02.801 AM,Intrusion,3876: FDB 4 - IPD 243,Sensor N  Alarm  Sector 17,2,3,Armed,Operator Station 7,Valid,Possible animal  //Shawn Schmidt//,12/08/2025 03:38:09.441 AM
12/08/2025 03:41:03.540 AM,Tamper,3877: FDB 2 - IPD 275,Sensor F  Tamper  Sector 4,13,1,Secured,Operator Station 7,Valid,Maintenance  //Brandon Cole//,12/08/2025 03:41:14.290 AM
12/08/2025 03:41:05.225 AM,Tamper,3878: FDB 1 - IPD 386,Sensor X  Tamper  Sector 4,2,1,Secured,Operator Station 7,Valid,Maintenance  //Brandon Cole//,12/08/2025 03:41:07.698 AM
12/08/2025 03:44:25.258 AM,Intrusion,3879: FDB 1 - IPD 262,Sensor T  Alarm  Sector 30,4,3,Armed,Operator Station 4,Nuisance,Wildlife  //Tyler Douglas//,12/08/2025 03:44:29.512 AM
12/08/2025 03:44:28.408 AM,Intrusion,3880: FDB 1 - IPD 323,Sensor M  Alarm  Sector 31,14,1,Armed,Operator Station 4,Nuisance,Possible animal  //Tyler Douglas//,12/08/2025 03:44:35.965 AM
12/08/2025 03:44:37.267 AM,Intrusion,3881: FDB 3 - IPD 377,Sensor M  Alarm  Sector 32,13,1,Armed,Operator Station 4,Nuisance,Wildlife  //Tyler Douglas//,12/08/2025 03:44:42.980 AM
12/08/2025 03:45:30.452 AM,Tamper,3882: FDB 5 - IPD 237,Sensor M  Tamper  Sector 50,1,1,Armed,Operator Station 3,Valid,Technician onsite  //Tyler Douglas//,12/08/2025 03:45:41.512 AM
12/08/2025 03:49:49.535 AM,Intrusion,3883: FDB 1 - IPD 323,Sensor B  Alarm  Sector 29,13,1,Armed,Operator Station 1,Nuisance,Wind  //Brandon Cole//,12/08/2025 03:49:54.340 AM
12/08/2025 03:49:54.213 AM,Intrusion,3884: FDB 3 - IPD 223,Sensor Q  Alarm  Sector 30,8,1,Armed,Operator Station 1,Nuisance,Weather  //Brandon Cole//,12/08/2025 03:49:56.519 AM
12/08/2025 03:49:59.654 AM,Intrusion,3885: FDB 4 - IPD 131,Sensor I  Alarm  Sector 29,8,1,Armed,Operator Station 1,Nuisance,Rain  //Brandon Cole//,12/08/2025 03:50:03.544 AM
12/08/2025 03:50:04.009 AM,Intrusion,3886: FDB 4 - IPD 100,Sensor W  Alarm  Sector 28,16,1,Armed,Operator Station 1,Nuisance,Heavy wind  //Brandon Cole//,12/08/2025 03:50:07.465 AM
12/08/2025 03:51:21.434 AM,Intrusion,3887: FDB 3 - IPD 288,Sensor N  Alarm  Sector 29,4,1,Armed,Operator Station 4,Valid,Possible breach  //Brandon Cole//,12/08/2025 03:51:38.251 AM
12/08/2025 03:51:24.597 AM,Intrusion,3888: FDB 1 - IPD 264,Sensor Y  Alarm  Sector 30,2,1,Armed,Operator Station 4,Valid,Camera confirmed  //Brandon Cole//,12/08/2025 03:51:35.348 AM
12/08/2025 03:55:51.990 AM,Intrusion,3889: FDB 1 - IPD 295,Sensor J  Alarm  Sector 36,6,3,Armed,Operator Station 1,Nuisance,Rain  //Brandon Cole//,12/08/2025 03:55:55.908 AM
12/08/2025 03:55:53.841 AM,Intrusion,3890: FDB 1 - IPD 327,Sensor K  Alarm  Sector 37,6,1,Armed,Operator Station 1,Nuisance,Wind  //Brandon Cole//,12/08/2025 03:55:56.177 AM
12/08/2025 03:57:02.114 AM,Intrusion,3891: FDB 3 - IPD 162,Sensor A  Alarm  Sector 5,7,3,Armed,Operator Station 4,Valid,Possible breach  //Christopher Henderson//,12/08/2025 03:57:13.010 AM
12/08/2025 03:57:13.743 AM,Intrusion,3892: FDB 5 - IPD 236,Sensor D  Alarm  Sector 6,3,3,Armed,Operator Station 4,Valid,Verified  //Christopher Henderson//,12/08/2025 03:57:18.327 AM
12/08/2025 03:57:16.942 AM,Intrusion,3893: FDB 1 - IPD 248,Sensor X  Alarm  Sector 7,4,1,Armed,Operator Station 4,Valid,Camera confirmed  //Christopher Henderson//,12/08/2025 03:57:34.625 AM
12/08/2025 03:57:35.048 AM,Intrusion,3894: FDB 5 - IPD 174,Sensor N  Alarm  Sector 29,13,3,Armed,Operator Station 5,Nuisance,Possible breach  //Mark Clay//,12/08/2025 03:57:41.830 AM
12/08/2025 03:57:49.757 AM,Intrusion,3895: FDB 4 - IPD 203,Sensor Q  Alarm  Sector 30,2,1,Armed,Operator Station 5,Nuisance,Checking  //Mark Clay//,12/08/2025 03:57:59.903 AM
12/08/2025 03:58:33.032 AM,Sensor_Fault,3896: FDB 5 - IPD 252,Sensor G  Fault  Sector 29,3,1,Secured,Operator Station 7,Valid,Maintenance  //Christopher Henderson//,12/08/2025 03:58:43.968 AM
12/08/2025 04:00:40.049 AM,Tamper,3897: FDB 3 - IPD 199,Sensor N  Tamper  Sector 40,3,1,Armed,Operator Station 2,Valid,Verified  //Susan Stevenson//,12/08/2025 04:00:49.390 AM
12/08/2025 04:00:45.603 AM,Intrusion,3898: FDB 3 - IPD 243,Sensor X  Alarm  Sector 39,12,3,Armed,Operator Station 2,Valid,Unauthorized access  //Susan Stevenson//,12/08/2025 04:00:58.746 AM
12/08/2025 04:00:54.050 AM,Intrusion,3899: FDB 5 - IPD 398,Sensor Y  Alarm  Sector 39,11,3,Armed,Operator Station 2,Valid,Dispatch  //Susan Stevenson//,12/08/2025 04:01:05.528 AM
12/08/2025 04:03:48.268 AM,Intrusion,3900: FDB 1 - IPD 243,Sensor G  Alarm  Sector 30,5,1,Armed,Operator Station 4,Nuisance,Wind  //Mark Clay//,12/08/2025 04:03:54.937 AM
12/08/2025 04:03:51.190 AM,Intrusion,3901: FDB 5 - IPD 368,Sensor H  Alarm  Sector 29,8,1,Armed,Operator Station 4,Nuisance,Weather  //Mark Clay//,12/08/2025 04:03:58.200 AM
12/08/2025 04:03:57.512 AM,Intrusion,3902: FDB 1 - IPD 174,Sensor M  Alarm  Sector 28,11,1,Armed,Operator Station 4,Nuisance,Storm  //Mark Clay//,12/08/2025 04:04:05.085 AM
12/08/2025 04:06:07.766 AM,Tamper,3903: FDB 2 - IPD 337,Sensor B  Tamper  Sector 29,11,1,Armed,Operator Station 1,Valid,Verified  //Jeffrey Prince//,12/08/2025 04:06:25.431 AM
12/08/2025 04:06:12.220 AM,Intrusion,3904: FDB 5 - IPD 314,Sensor Q  Alarm  Sector 30,14,1,Armed,Operator Station 1,Valid,Unauthorized access  //Jeffrey Prince//,12/08/2025 04:06:18.879 AM
12/08/2025 04:06:20.483 AM,Intrusion,3905: FDB 2 - IPD 371,Sensor P  Alarm  Sector 29,2,3,Armed,Operator Station 1,Valid,Dispatch  //Jeffrey Prince//,12/08/2025 04:06:32.383 AM
12/08/2025 04:06:30.243 AM,Intrusion,3906: FDB 1 - IPD 338,Sensor P  Alarm  Sector 20,12,1,Armed,Operator Station 5,Nuisance,Weather  //Brandon Cole//,12/08/2025 04:06:37.850 AM
12/08/2025 04:06:34.537 AM,Intrusion,3907: FDB 2 - IPD 153,Sensor M  Alarm  Sector 21,1,3,Armed,Operator Station 5,Nuisance,Wind  //Brandon Cole//,12/08/2025 04:06:39.570 AM
12/08/2025 04:09:49.301 AM,Tamper,3908: FDB 4 - IPD 304,Sensor A  Tamper  Sector 40,17,1,Secured,Operator Station 5,Valid,Dispatch  //Amanda Brooks//,12/08/2025 04:09:58.571 AM
12/08/2025 04:10:50.862 AM,Intrusion,3909: FDB 5 - IPD 138,Sensor N  Alarm  Sector 56,15,3,Armed,Operator Station 6,Valid,Possible breach  //Allison Perez//,12/08/2025 04:10:55.734 AM
12/08/2025 04:10:56.850 AM,Intrusion,3910: FDB 3 - IPD 151,Sensor U  Alarm  Sector 55,15,3,Armed,Operator Station 6,Valid,Verified  //Allison Perez//,12/08/2025 04:11:08.673 AM
12/08/2025 04:11:07.288 AM,Intrusion,3911: FDB 5 - IPD 122,Sensor R  Alarm  Sector 31,9,3,Armed,Operator Station 7,Nuisance,Weather  //Ashley Patel//,12/08/2025 04:11:09.709 AM
12/08/2025 04:11:12.209 AM,Intrusion,3912: FDB 4 - IPD 262,Sensor I  Alarm  Sector 32,13,3,Armed,Operator Station 7,Nuisance,Storm  //Ashley Patel//,12/08/2025 04:11:18.335 AM
12/08/2025 04:13:22.740 AM,Intrusion,3913: FDB 5 - IPD 395,Sensor U  Alarm  Sector 36,16,3,Armed,Operator Station 6,FALSE,Checking  //Susan Stevenson//,12/08/2025 04:13:37.029 AM
12/08/2025 04:13:35.654 AM,Intrusion,3914: FDB 5 - IPD 355,Sensor A  Alarm  Sector 37,1,1,Armed,Operator Station 6,FALSE,Dispatch  //Susan Stevenson//,12/08/2025 04:13:47.039 AM
12/08/2025 04:13:46.455 AM,Sensor_Fault,3915: FDB 5 - IPD 150,Sensor P  Fault  Sector 37,8,3,Secured,Operator Station 1,Valid,Service required  //Ashley Patel//,12/08/2025 04:13:53.423 AM
12/08/2025 04:14:31.304 AM,Sensor_Fault,3916: FDB 5 - IPD 150,Sensor P  Fault  Sector 37,8,3,Secured,Operator Station 1,Valid,Service required  //Ashley Patel//,12/08/2025 04:14:37.800 AM
12/08/2025 04:15:30.491 AM,Sensor_Fault,3917: FDB 5 - IPD 150,Sensor P  Fault  Sector 37,8,1,Armed,Operator Station 1,Valid,Device trouble  //Ashley Patel//,12/08/2025 04:15:32.881 AM
12/08/2025 04:16:13.705 AM,Sensor_Fault,3918: FDB 5 - IPD 150,Sensor P  Fault  Sector 37,8,3,Secured,Operator Station 1,Valid,Device trouble  //Ashley Patel//,12/08/2025 04:16:21.871 AM
12/08/2025 04:15:56.404 AM,Intrusion,3919: FDB 1 - IPD 158,Sensor I  Alarm  Sector 29,11,3,Armed,Operator Station 5,Valid,Possible breach  //Allison Perez//,12/08/2025 04:16:12.361 AM
12/08/2025 04:16:03.966 AM,Intrusion,3920: FDB 4 - IPD 171,Sensor N  Alarm  Sector 30,4,3,Armed,Operator Station 5,Valid,Camera confirmed  //Allison Perez//,12/08/2025 04:16:12.643 AM
12/08/2025 04:16:15.182 AM,Intrusion,3921: FDB 5 - IPD 262,Sensor P  Alarm  Sector 31,14,1,Armed,Operator Station 5,Valid,Police notified  //Allison Perez//,12/08/2025 04:16:24.809 AM
12/08/2025 04:17:01.961 AM,Intrusion,3922: FDB 5 - IPD 238,Sensor P  Alarm  Sector 57,2,3,Armed,Operator Station 5,Valid,Possible breach  //Tyler Douglas//,12/08/2025 04:17:17.210 AM
12/08/2025 04:17:13.944 AM,Intrusion,3923: FDB 3 - IPD 233,Sensor D  Alarm  Sector 56,4,1,Armed,Operator Station 5,Valid,Verified  //Tyler Douglas//,12/08/2025 04:17:27.274 AM
12/08/2025 04:17:22.943 AM,Intrusion,3924: FDB 2 - IPD 385,Sensor O  Alarm  Sector 57,14,3,Armed,Operator Station 5,Valid,Camera confirmed  //Tyler Douglas//,12/08/2025 04:17:32.407 AM
12/08/2025 04:17:59.420 AM,Intrusion,3925: FDB 1 - IPD 130,Sensor N  Alarm  Sector 58,8,1,Armed,Operator Station 3,Valid,Possible animal  //Susan Stevenson//,12/08/2025 04:18:05.799 AM
12/08/2025 04:18:04.181 AM,Intrusion,3926: FDB 3 - IPD 383,Sensor P  Alarm  Sector 57,2,3,Armed,Operator Station 3,Valid,Animal  //Susan Stevenson//,12/08/2025 04:18:08.748 AM
12/08/2025 04:18:13.804 AM,Intrusion,3927: FDB 4 - IPD 140,Sensor G  Alarm  Sector 58,10,3,Armed,Operator Station 3,Valid,Deer near fence  //Susan Stevenson//,12/08/2025 04:18:20.936 AM
12/08/2025 04:21:16.591 AM,Intrusion,3928: FDB 1 - IPD 154,Sensor A  Alarm  Sector 30,14,3,Armed,Operator Station 7,Valid,Possible breach  //Susan Stevenson//,12/08/2025 04:21:26.193 AM
12/08/2025 04:21:25.238 AM,Intrusion,3929: FDB 5 - IPD 265,Sensor V  Alarm  Sector 29,10,1,Armed,Operator Station 7,Valid,Camera confirmed  //Susan Stevenson//,12/08/2025 04:21:41.406 AM
12/08/2025 04:21:37.055 AM,Intrusion,3930: FDB 2 - IPD 119,Sensor X  Alarm  Sector 28,2,1,Armed,Operator Station 7,Valid,Police notified  //Susan Stevenson//,12/08/2025 04:21:53.126 AM
12/08/2025 04:24:37.864 AM,Intrusion,3931: FDB 5 - IPD 392,Sensor V  Alarm  Sector 50,17,3,Armed,Operator Station 7,Valid,Possible breach  //Tyler Douglas//,12/08/2025 04:24:51.214 AM
12/08/2025 04:24:50.072 AM,Intrusion,3932: FDB 1 - IPD 355,Sensor G  Alarm  Sector 49,7,1,Armed,Operator Station 7,Valid,Verified  //Tyler Douglas//,12/08/2025 04:24:54.992 AM
12/08/2025 04:24:53.372 AM,Intrusion,3933: FDB 3 - IPD 304,Sensor M  Alarm  Sector 50,4,1,Armed,Operator Station 7,Valid,Camera confirmed  //Tyler Douglas//,12/08/2025 04:25:04.298 AM
12/08/2025 04:25:53.101 AM,Sensor_Fault,3934: FDB 1 - IPD 308,Sensor B  Fault  Sector 38,9,1,Armed,Operator Station 1,Valid,Service required  //Shawn Schmidt//,12/08/2025 04:26:04.277 AM
12/08/2025 04:26:53.805 AM,Sensor_Fault,3935: FDB 1 - IPD 308,Sensor B  Fault  Sector 38,9,3,Secured,Operator Station 1,Valid,Hardware issue  //Shawn Schmidt//,12/08/2025 04:27:04.950 AM
12/08/2025 04:26:26.950 AM,Tamper,3936: FDB 3 - IPD 140,Sensor V  Tamper  Sector 56,3,1,Armed,Operator Station 2,Valid,Verified  //Allison Perez//,12/08/2025 04:26:43.595 AM
12/08/2025 04:26:36.055 AM,Intrusion,3937: FDB 2 - IPD 360,Sensor A  Alarm  Sector 57,12,3,Armed,Operator Station 2,Valid,Unauthorized access  //Allison Perez//,12/08/2025 04:26:50.151 AM
12/08/2025 04:28:17.976 AM,Intrusion,3938: FDB 1 - IPD 276,Sensor I  Alarm  Sector 37,11,1,Armed,Operator Station 5,Nuisance,Rain  //Jeffrey Prince//,12/08/2025 04:28:24.282 AM
12/08/2025 04:28:23.540 AM,Intrusion,3939: FDB 2 - IPD 216,Sensor Q  Alarm  Sector 36,2,1,Armed,Operator Station 5,Nuisance,Rain  //Jeffrey Prince//,12/08/2025 04:28:29.754 AM
12/08/2025 04:28:27.136 AM,Intrusion,3940: FDB 2 - IPD 110,Sensor I  Alarm  Sector 35,8,1,Armed,Operator Station 5,Nuisance,Rain  //Jeffrey Prince//,12/08/2025 04:28:31.875 AM
12/08/2025 04:30:34.505 AM,Sensor_Fault,3941: FDB 4 - IPD 332,Sensor J  Fault  Sector 5,5,3,Armed,Operator Station 4,Valid,Hardware issue  //Allison Perez//,12/08/2025 04:30:42.470 AM
12/08/2025 04:31:31.443 AM,Sensor_Fault,3942: FDB 4 - IPD 332,Sensor J  Fault  Sector 5,5,3,Secured,Operator Station 4,Valid,Hardware issue  //Allison Perez//,12/08/2025 04:31:36.358 AM
12/08/2025 04:32:22.423 AM,Sensor_Fault,3943: FDB 4 - IPD 332,Sensor J  Fault  Sector 5,5,1,Armed,Operator Station 4,Valid,Sensor fault  //Allison Perez//,12/08/2025 04:32:30.559 AM
12/08/2025 04:31:37.271 AM,Intrusion,3944: FDB 5 - IPD 164,Sensor E  Alarm  Sector 58,14,1,Armed,Operator Station 1,Nuisance,Rain  //Susan Stevenson//,12/08/2025 04:31:45.199 AM
12/08/2025 04:31:42.684 AM,Intrusion,3945: FDB 4 - IPD 125,Sensor T  Alarm  Sector 57,6,1,Armed,Operator Station 1,Nuisance,Heavy wind  //Susan Stevenson//,12/08/2025 04:31:46.785 AM
12/08/2025 04:31:43.937 AM,Intrusion,3946: FDB 1 - IPD 275,Sensor C  Alarm  Sector 56,12,3,Armed,Operator Station 1,Nuisance,Rain  //Susan Stevenson//,12/08/2025 04:31:46.821 AM
12/08/2025 04:35:33.321 AM,Tamper,3947: FDB 1 - IPD 363,Sensor W  Tamper  Sector 18,1,1,Armed,Operator Station 3,Valid,Verified  //Allison Perez//,12/08/2025 04:35:40.251 AM
12/08/2025 04:35:39.067 AM,Intrusion,3948: FDB 2 - IPD 136,Sensor U  Alarm  Sector 19,8,3,Armed,Operator Station 3,Valid,Unauthorized access  //Allison Perez//,12/08/2025 04:35:54.726 AM
12/08/2025 04:35:42.894 AM,Intrusion,3949: FDB 5 - IPD 237,Sensor O  Alarm  Sector 20,11,3,Armed,Operator Station 3,Valid,Dispatch  //Allison Perez//,12/08/2025 04:35:49.184 AM
12/08/2025 04:38:49.554 AM,Tamper,3950: FDB 5 - IPD 140,Sensor D  Tamper  Sector 36,11,1,Armed,Operator Station 2,Nuisance,Work order  //Susan Stevenson//,12/08/2025 04:39:01.024 AM
12/08/2025 04:38:55.819 AM,Tamper,3951: FDB 4 - IPD 333,Sensor Y  Tamper  Sector 36,2,1,Armed,Operator Station 2,Nuisance,Maintenance  //Susan Stevenson//,12/08/2025 04:39:04.204 AM
12/08/2025 04:43:30.593 AM,Intrusion,3952: FDB 2 - IPD 166,Sensor W  Alarm  Sector 42,14,3,Armed,Operator Station 2,Valid,Dispatch  //Shawn Schmidt//,12/08/2025 04:43:43.717 AM
12/08/2025 04:43:43.789 AM,Intrusion,3953: FDB 4 - IPD 368,Sensor A  Alarm  Sector 41,2,3,Armed,Operator Station 2,Valid,Verified  //Shawn Schmidt//,12/08/2025 04:43:56.493 AM
12/08/2025 04:44:01.300 AM,Intrusion,3954: FDB 4 - IPD 362,Sensor B  Alarm  Sector 42,8,3,Armed,Operator Station 2,Valid,Checking  //Shawn Schmidt//,12/08/2025 04:44:08.032 AM
12/08/2025 04:46:26.534 AM,Intrusion,3955: FDB 5 - IPD 379,Sensor D  Alarm  Sector 20,8,3,Armed,Operator Station 5,Valid,Possible breach  //Allison Perez//,12/08/2025 04:46:31.942 AM
12/08/2025 04:46:38.531 AM,Intrusion,3956: FDB 5 - IPD 178,Sensor O  Alarm  Sector 21,17,1,Armed,Operator Station 5,Valid,Camera confirmed  //Allison Perez//,12/08/2025 04:46:47.457 AM
12/08/2025 04:48:10.827 AM,Intrusion,3957: FDB 3 - IPD 269,Sensor D  Alarm  Sector 48,8,1,Armed,Operator Station 3,Nuisance,Deer near fence  //Shawn Schmidt//,12/08/2025 04:48:16.609 AM
12/08/2025 04:48:17.883 AM,Intrusion,3958: FDB 4 - IPD 393,Sensor C  Alarm  Sector 49,8,1,Armed,Operator Station 3,Nuisance,Animal  //Shawn Schmidt//,12/08/2025 04:48:24.699 AM
12/08/2025 04:48:26.619 AM,Intrusion,3959: FDB 3 - IPD 353,Sensor G  Alarm  Sector 50,11,3,Armed,Operator Station 3,Nuisance,Deer near fence  //Shawn Schmidt//,12/08/2025 04:48:33.334 AM
12/08/2025 04:49:15.243 AM,Intrusion,3960: FDB 1 - IPD 279,Sensor Y  Alarm  Sector 56,4,1,Armed,Operator Station 3,Nuisance,Heavy wind  //Amanda Brooks//,12/08/2025 04:49:21.045 AM
12/08/2025 04:49:22.006 AM,Intrusion,3961: FDB 5 - IPD 127,Sensor H  Alarm  Sector 57,14,1,Armed,Operator Station 3,Nuisance,Wind  //Amanda Brooks//,12/08/2025 04:49:28.108 AM
12/08/2025 04:49:22.890 AM,Intrusion,3962: FDB 1 - IPD 269,Sensor W  Alarm  Sector 56,7,3,Armed,Operator Station 3,Nuisance,Wind  //Amanda Brooks//,12/08/2025 04:49:30.443 AM
12/08/2025 04:51:51.825 AM,Intrusion,3963: FDB 5 - IPD 343,Sensor Q  Alarm  Sector 20,11,1,Armed,Operator Station 7,Valid,Deer near fence  //Susan Stevenson//,12/08/2025 04:51:54.982 AM
12/08/2025 04:51:53.311 AM,Intrusion,3964: FDB 3 - IPD 183,Sensor X  Alarm  Sector 21,9,1,Armed,Operator Station 7,Valid,Possible animal  //Susan Stevenson//,12/08/2025 04:52:00.478 AM
12/08/2025 04:53:31.103 AM,Intrusion,3965: FDB 5 - IPD 296,Sensor V  Alarm  Sector 56,6,1,Armed,Operator Station 3,Nuisance,Possible animal  //Christopher Henderson//,12/08/2025 04:53:37.146 AM
12/08/2025 04:53:39.628 AM,Intrusion,3966: FDB 3 - IPD 103,Sensor R  Alarm  Sector 57,5,3,Armed,Operator Station 3,Nuisance,Animal  //Christopher Henderson//,12/08/2025 04:53:42.564 AM
12/08/2025 04:53:41.887 AM,Intrusion,3967: FDB 1 - IPD 281,Sensor V  Alarm  Sector 58,15,1,Armed,Operator Station 3,Nuisance,Deer near fence  //Christopher Henderson//,12/08/2025 04:53:49.335 AM
12/08/2025 04:57:33.324 AM,Sensor_Fault,3968: FDB 2 - IPD 109,Sensor O  Fault  Sector 41,16,1,Armed,Operator Station 1,Valid,Hardware issue  //Brandon Cole//,12/08/2025 04:57:35.869 AM
12/08/2025 04:57:55.866 AM,Sensor_Fault,3969: FDB 2 - IPD 109,Sensor O  Fault  Sector 41,16,3,Armed,Operator Station 1,Valid,Sensor fault  //Brandon Cole//,12/08/2025 04:58:00.587 AM
12/08/2025 04:58:26.541 AM,Sensor_Fault,3970: FDB 2 - IPD 109,Sensor O  Fault  Sector 41,16,1,Armed,Operator Station 1,Valid,Sensor fault  //Brandon Cole//,12/08/2025 04:58:29.353 AM
12/08/2025 05:02:29.371 AM,Intrusion,3971: FDB 3 - IPD 314,Sensor O  Alarm  Sector 42,13,3,Armed,Operator Station 3,Nuisance,Dispatch  //Ashley Patel//,12/08/2025 05:02:44.462 AM
